-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2013 through 12/31/2022 
Location: Latitude  4.8872   Longitude -73.3684 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1547.25 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M
2012,12,31,19,84.82,1.1,23.84,1.99
2012,12,31,20,84.86,1.05,13.31,2.27
2012,12,31,21,84.87,1.1,2.86,2.26
2012,12,31,22,84.87,1.02,0.87,2.05
2012,12,31,23,84.85,0.98,7.29,1.74
2013,1,1,0,84.8,1.0,12.19,1.51
2013,1,1,1,84.74,1.02,31.49,1.54
2013,1,1,2,84.7,1.05,37.72,1.6
2013,1,1,3,84.7,1.07,33.11,1.63
2013,1,1,4,84.75,1.08,20.27,1.6
2013,1,1,5,84.81,1.01,9.39,1.53
2013,1,1,6,84.89,0.86,32.39,1.38
2013,1,1,7,84.97,1.25,91.07,1.7
2013,1,1,8,85.01,2.39,98.63,3.02
2013,1,1,9,85.01,2.86,101.68,3.49
2013,1,1,10,84.98,3.05,102.12,3.67
2013,1,1,11,84.92,3.14,102.51,3.73
2013,1,1,12,84.83,3.14,103.66,3.67
2013,1,1,13,84.74,3.05,104.68,3.53
2013,1,1,14,84.67,2.89,106.48,3.35
2013,1,1,15,84.65,2.73,107.5,3.21
2013,1,1,16,84.67,2.32,108.86,2.79
2013,1,1,17,84.7,1.29,110.19,2.04
2013,1,1,18,84.74,0.94,94.29,1.48
2013,1,1,19,84.81,0.79,62.16,1.22
2013,1,1,20,84.85,0.76,8.3,1.07
2013,1,1,21,84.85,1.0,341.28,1.45
2013,1,1,22,84.82,1.08,335.66,1.58
2013,1,1,23,84.79,0.91,318.81,1.37
2013,1,2,0,84.75,0.6,319.72,0.83
2013,1,2,1,84.7,0.32,2.79,0.4
2013,1,2,2,84.67,0.44,32.55,0.63
2013,1,2,3,84.68,0.76,37.93,1.15
2013,1,2,4,84.7,1.04,37.99,1.63
2013,1,2,5,84.75,1.2,37.09,1.89
2013,1,2,6,84.82,1.07,38.2,1.76
2013,1,2,7,84.89,1.48,71.85,2.17
2013,1,2,8,84.94,2.38,84.72,3.08
2013,1,2,9,84.95,2.82,94.92,3.53
2013,1,2,10,84.92,2.94,101.82,3.52
2013,1,2,11,84.87,3.03,106.19,3.53
2013,1,2,12,84.79,3.13,108.66,3.57
2013,1,2,13,84.7,3.15,111.09,3.57
2013,1,2,14,84.63,3.1,113.01,3.52
2013,1,2,15,84.6,2.92,114.02,3.37
2013,1,2,16,84.63,2.49,113.43,3.0
2013,1,2,17,84.68,1.46,109.02,2.16
2013,1,2,18,84.77,0.75,80.44,1.24
2013,1,2,19,84.85,0.79,35.74,1.27
2013,1,2,20,84.9,0.93,21.62,1.56
2013,1,2,21,84.92,0.97,27.18,1.85
2013,1,2,22,84.9,1.04,25.41,2.09
2013,1,2,23,84.87,1.12,31.92,2.2
2013,1,3,0,84.82,1.16,32.94,2.23
2013,1,3,1,84.76,1.18,31.68,2.25
2013,1,3,2,84.73,1.19,26.9,2.28
2013,1,3,3,84.73,1.25,27.53,2.36
2013,1,3,4,84.77,1.29,30.13,2.39
2013,1,3,5,84.84,1.52,31.97,2.5
2013,1,3,6,84.92,1.55,43.57,2.81
2013,1,3,7,85.0,2.03,64.52,3.13
2013,1,3,8,85.06,2.47,73.86,3.24
2013,1,3,9,85.08,2.82,86.66,3.69
2013,1,3,10,85.06,2.94,95.65,3.7
2013,1,3,11,85.0,2.97,103.56,3.56
2013,1,3,12,84.92,2.97,109.67,3.44
2013,1,3,13,84.83,3.0,113.63,3.41
2013,1,3,14,84.75,2.97,114.74,3.4
2013,1,3,15,84.72,2.78,114.55,3.23
2013,1,3,16,84.74,2.4,111.56,2.99
2013,1,3,17,84.81,1.28,105.22,1.93
2013,1,3,18,84.89,0.66,55.56,1.06
2013,1,3,19,84.96,0.82,4.95,1.79
2013,1,3,20,85.01,1.17,349.59,2.46
2013,1,3,21,85.03,1.29,345.63,2.55
2013,1,3,22,85.03,1.21,340.4,2.38
2013,1,3,23,85.0,1.0,341.85,2.01
2013,1,4,0,84.94,0.89,-0.0,1.58
2013,1,4,1,84.89,0.92,3.39,1.34
2013,1,4,2,84.86,0.85,10.59,1.2
2013,1,4,3,84.87,0.81,12.29,1.12
2013,1,4,4,84.91,0.8,11.2,1.09
2013,1,4,5,84.99,0.86,6.8,1.21
2013,1,4,6,85.07,0.91,7.85,1.55
2013,1,4,7,85.14,1.28,48.95,2.15
2013,1,4,8,85.18,2.15,71.83,2.81
2013,1,4,9,85.18,2.63,88.98,3.39
2013,1,4,10,85.14,2.79,100.18,3.39
2013,1,4,11,85.07,2.89,108.58,3.35
2013,1,4,12,84.99,3.01,114.7,3.37
2013,1,4,13,84.91,3.08,119.17,3.42
2013,1,4,14,84.84,3.06,121.62,3.43
2013,1,4,15,84.82,2.92,121.23,3.38
2013,1,4,16,84.84,2.54,120.36,3.03
2013,1,4,17,84.88,1.47,115.2,2.26
2013,1,4,18,84.94,0.86,94.68,1.37
2013,1,4,19,85.02,0.65,56.69,1.01
2013,1,4,20,85.06,0.8,20.03,1.54
2013,1,4,21,85.04,1.03,4.37,2.13
2013,1,4,22,85.0,1.21,355.57,2.41
2013,1,4,23,84.95,1.25,349.89,2.41
2013,1,5,0,84.87,1.31,343.3,2.25
2013,1,5,1,84.81,1.32,355.26,1.91
2013,1,5,2,84.77,1.24,9.05,1.75
2013,1,5,3,84.78,1.36,18.43,1.93
2013,1,5,4,84.83,1.38,18.85,1.94
2013,1,5,5,84.91,1.2,6.71,1.62
2013,1,5,6,85.0,1.04,12.15,1.54
2013,1,5,7,85.1,1.68,64.39,2.91
2013,1,5,8,85.15,2.6,79.77,3.54
2013,1,5,9,85.14,2.91,91.54,3.73
2013,1,5,10,85.11,3.08,99.63,3.82
2013,1,5,11,85.05,3.04,104.0,3.63
2013,1,5,12,84.96,3.03,107.69,3.55
2013,1,5,13,84.87,3.1,110.81,3.62
2013,1,5,14,84.81,3.12,111.88,3.72
2013,1,5,15,84.79,2.91,111.74,3.53
2013,1,5,16,84.8,2.34,108.68,3.0
2013,1,5,17,84.83,1.24,99.76,1.96
2013,1,5,18,84.87,0.96,57.35,1.49
2013,1,5,19,84.91,1.27,31.45,2.12
2013,1,5,20,84.94,1.33,20.67,2.57
2013,1,5,21,84.93,1.43,11.0,2.8
2013,1,5,22,84.91,1.51,5.36,2.92
2013,1,5,23,84.87,1.5,6.57,2.88
2013,1,6,0,84.82,1.47,10.41,2.78
2013,1,6,1,84.76,1.42,15.95,2.73
2013,1,6,2,84.74,1.39,15.37,2.71
2013,1,6,3,84.74,1.38,13.72,2.8
2013,1,6,4,84.78,1.4,15.51,2.87
2013,1,6,5,84.84,1.53,28.4,3.05
2013,1,6,6,84.92,1.51,32.95,3.14
2013,1,6,7,84.99,1.89,48.52,3.58
2013,1,6,8,85.03,2.48,63.27,3.6
2013,1,6,9,85.01,2.46,75.65,3.3
2013,1,6,10,84.98,2.57,86.34,3.35
2013,1,6,11,84.93,2.71,94.79,3.38
2013,1,6,12,84.85,2.83,100.5,3.42
2013,1,6,13,84.78,2.88,104.45,3.46
2013,1,6,14,84.72,2.84,106.14,3.47
2013,1,6,15,84.7,2.59,105.42,3.29
2013,1,6,16,84.7,1.97,103.27,2.82
2013,1,6,17,84.73,1.16,93.87,1.87
2013,1,6,18,84.79,0.95,49.65,1.42
2013,1,6,19,84.87,1.26,15.41,1.84
2013,1,6,20,84.92,1.49,2.4,2.29
2013,1,6,21,84.93,1.38,356.1,2.7
2013,1,6,22,84.91,1.55,346.59,3.1
2013,1,6,23,84.86,1.65,346.56,3.01
2013,1,7,0,84.79,1.65,353.48,2.8
2013,1,7,1,84.71,1.68,359.2,2.75
2013,1,7,2,84.66,1.7,1.31,2.74
2013,1,7,3,84.66,1.62,4.97,2.59
2013,1,7,4,84.7,1.51,6.54,2.41
2013,1,7,5,84.77,1.44,11.55,2.31
2013,1,7,6,84.84,1.42,20.63,2.42
2013,1,7,7,84.91,1.74,42.27,3.17
2013,1,7,8,84.95,2.42,62.77,3.43
2013,1,7,9,84.97,2.64,82.52,3.46
2013,1,7,10,84.95,3.01,93.87,3.8
2013,1,7,11,84.88,3.13,101.51,3.84
2013,1,7,12,84.79,3.21,105.7,3.86
2013,1,7,13,84.7,3.13,106.81,3.79
2013,1,7,14,84.63,2.99,105.45,3.69
2013,1,7,15,84.6,2.75,102.97,3.55
2013,1,7,16,84.62,2.22,99.73,3.2
2013,1,7,17,84.67,1.23,90.73,2.12
2013,1,7,18,84.71,1.1,52.23,1.7
2013,1,7,19,84.77,1.27,23.11,1.92
2013,1,7,20,84.82,1.41,14.42,2.16
2013,1,7,21,84.83,1.47,5.8,2.27
2013,1,7,22,84.83,1.49,359.1,2.29
2013,1,7,23,84.8,1.52,0.29,2.29
2013,1,8,0,84.74,1.52,1.47,2.23
2013,1,8,1,84.68,1.51,6.83,2.18
2013,1,8,2,84.64,1.55,12.84,2.26
2013,1,8,3,84.66,1.7,19.85,2.53
2013,1,8,4,84.71,1.8,18.99,2.74
2013,1,8,5,84.79,1.9,19.92,2.97
2013,1,8,6,84.88,1.8,22.12,3.14
2013,1,8,7,84.96,1.67,50.13,3.35
2013,1,8,8,84.99,2.52,68.2,3.91
2013,1,8,9,84.98,3.03,82.14,4.17
2013,1,8,10,84.94,3.45,92.73,4.48
2013,1,8,11,84.88,3.69,100.38,4.61
2013,1,8,12,84.8,3.72,102.99,4.61
2013,1,8,13,84.72,3.65,102.61,4.56
2013,1,8,14,84.65,3.62,101.82,4.62
2013,1,8,15,84.63,3.44,102.46,4.44
2013,1,8,16,84.67,2.8,103.22,3.71
2013,1,8,17,84.72,1.39,99.67,2.33
2013,1,8,18,84.77,1.01,68.77,1.6
2013,1,8,19,84.82,1.15,36.17,1.8
2013,1,8,20,84.87,1.29,17.56,2.11
2013,1,8,21,84.89,1.18,16.99,2.34
2013,1,8,22,84.88,1.19,10.94,2.46
2013,1,8,23,84.84,1.17,17.1,2.4
2013,1,9,0,84.8,1.18,26.4,2.35
2013,1,9,1,84.75,1.19,30.26,2.38
2013,1,9,2,84.73,1.18,25.55,2.4
2013,1,9,3,84.75,1.18,29.46,2.47
2013,1,9,4,84.79,1.23,32.58,2.58
2013,1,9,5,84.86,1.19,30.26,2.54
2013,1,9,6,84.92,1.05,37.72,2.39
2013,1,9,7,84.98,1.4,67.01,2.3
2013,1,9,8,85.01,2.37,87.35,3.18
2013,1,9,9,85.01,3.34,91.2,4.42
2013,1,9,10,84.98,3.91,95.16,4.94
2013,1,9,11,84.92,4.03,100.37,4.97
2013,1,9,12,84.84,3.98,103.27,4.83
2013,1,9,13,84.75,3.82,105.91,4.59
2013,1,9,14,84.68,3.65,108.36,4.4
2013,1,9,15,84.68,3.41,110.63,4.16
2013,1,9,16,84.71,2.82,113.3,3.52
2013,1,9,17,84.78,1.47,113.16,2.24
2013,1,9,18,84.85,0.72,99.97,1.23
2013,1,9,19,84.91,0.49,74.43,0.74
2013,1,9,20,84.96,0.5,20.97,1.23
2013,1,9,21,84.97,0.72,-0.0,1.66
2013,1,9,22,84.94,0.89,4.01,1.82
2013,1,9,23,84.88,0.96,3.72,1.85
2013,1,10,0,84.82,1.0,2.24,1.9
2013,1,10,1,84.76,0.96,4.22,1.82
2013,1,10,2,84.71,1.01,14.79,1.92
2013,1,10,3,84.7,1.17,22.44,2.29
2013,1,10,4,84.71,1.33,18.12,2.64
2013,1,10,5,84.75,1.41,15.42,2.78
2013,1,10,6,84.84,1.27,17.54,2.83
2013,1,10,7,84.91,1.71,38.86,3.14
2013,1,10,8,84.95,1.86,59.66,2.71
2013,1,10,9,84.95,2.02,84.89,2.65
2013,1,10,10,84.93,2.41,102.15,2.96
2013,1,10,11,84.89,2.6,113.02,3.01
2013,1,10,12,84.83,2.7,119.09,3.06
2013,1,10,13,84.76,2.76,121.8,3.13
2013,1,10,14,84.71,2.74,121.69,3.2
2013,1,10,15,84.7,2.59,120.28,3.16
2013,1,10,16,84.72,2.24,118.98,2.92
2013,1,10,17,84.77,1.24,119.48,1.89
2013,1,10,18,84.83,0.47,71.57,0.73
2013,1,10,19,84.87,0.7,356.82,1.38
2013,1,10,20,84.89,0.9,351.03,2.08
2013,1,10,21,84.87,1.08,351.29,2.07
2013,1,10,22,84.84,1.14,13.85,2.07
2013,1,10,23,84.79,1.09,28.22,1.92
2013,1,11,0,84.73,1.09,33.35,1.81
2013,1,11,1,84.68,1.12,26.57,1.81
2013,1,11,2,84.65,1.13,22.32,1.81
2013,1,11,3,84.66,1.2,20.56,1.93
2013,1,11,4,84.68,1.32,17.25,2.16
2013,1,11,5,84.73,1.48,18.72,2.45
2013,1,11,6,84.78,1.52,19.46,2.61
2013,1,11,7,84.85,1.31,35.5,2.56
2013,1,11,8,84.88,1.54,63.82,2.44
2013,1,11,9,84.86,1.75,87.95,2.37
2013,1,11,10,84.82,2.24,108.75,2.59
2013,1,11,11,84.76,2.66,120.93,2.82
2013,1,11,12,84.67,2.94,127.33,3.03
2013,1,11,13,84.59,3.04,130.41,3.09
2013,1,11,14,84.53,3.01,131.0,3.09
2013,1,11,15,84.52,2.87,129.03,3.1
2013,1,11,16,84.53,2.47,127.56,2.96
2013,1,11,17,84.58,1.47,125.89,2.16
2013,1,11,18,84.63,0.6,104.22,1.01
2013,1,11,19,84.68,0.47,31.29,0.9
2013,1,11,20,84.73,0.62,351.97,1.59
2013,1,11,21,84.76,0.94,330.67,1.95
2013,1,11,22,84.75,1.06,326.43,1.93
2013,1,11,23,84.68,1.11,324.18,2.02
2013,1,12,0,84.59,1.11,327.65,2.1
2013,1,12,1,84.52,1.16,339.13,1.99
2013,1,12,2,84.47,1.23,354.9,1.85
2013,1,12,3,84.46,1.21,14.22,1.76
2013,1,12,4,84.49,1.12,38.47,1.65
2013,1,12,5,84.55,0.97,38.16,1.41
2013,1,12,6,84.68,1.03,325.83,1.5
2013,1,12,7,84.76,0.7,322.24,1.06
2013,1,12,8,84.77,0.89,92.01,1.21
2013,1,12,9,84.75,1.67,117.52,1.72
2013,1,12,10,84.7,2.21,125.49,2.09
2013,1,12,11,84.63,2.57,129.69,2.41
2013,1,12,12,84.55,2.93,130.78,2.84
2013,1,12,13,84.48,3.14,128.64,3.17
2013,1,12,14,84.44,3.17,127.1,3.39
2013,1,12,15,84.45,3.14,126.5,3.64
2013,1,12,16,84.48,2.81,126.52,3.55
2013,1,12,17,84.53,1.88,123.62,3.07
2013,1,12,18,84.58,1.34,112.98,2.44
2013,1,12,19,84.62,1.2,95.97,2.18
2013,1,12,20,84.67,1.22,85.24,2.35
2013,1,12,21,84.69,0.99,74.98,1.98
2013,1,12,22,84.69,0.77,58.24,1.64
2013,1,12,23,84.63,0.89,39.68,1.99
2013,1,13,0,84.54,0.92,34.63,1.95
2013,1,13,1,84.5,0.88,36.36,1.74
2013,1,13,2,84.49,0.9,41.84,1.48
2013,1,13,3,84.53,0.94,53.13,1.5
2013,1,13,4,84.6,0.85,58.22,1.4
2013,1,13,5,84.7,0.83,58.39,1.42
2013,1,13,6,84.77,0.85,50.6,1.69
2013,1,13,7,84.83,1.21,72.73,1.72
2013,1,13,8,84.85,1.73,70.99,2.46
2013,1,13,9,84.83,2.08,84.83,2.63
2013,1,13,10,84.78,2.49,100.29,2.96
2013,1,13,11,84.71,2.97,113.73,3.28
2013,1,13,12,84.61,3.44,122.21,3.77
2013,1,13,13,84.54,3.82,124.67,4.3
2013,1,13,14,84.51,3.87,123.4,4.54
2013,1,13,15,84.53,3.55,119.56,4.38
2013,1,13,16,84.55,3.0,113.16,3.87
2013,1,13,17,84.55,2.17,104.84,3.32
2013,1,13,18,84.57,1.54,101.99,2.66
2013,1,13,19,84.71,0.86,111.41,1.65
2013,1,13,20,84.71,0.77,62.92,1.45
2013,1,13,21,84.73,0.51,15.95,1.31
2013,1,13,22,84.71,0.78,342.47,1.77
2013,1,13,23,84.68,0.8,340.68,1.65
2013,1,14,0,84.65,0.8,351.55,1.61
2013,1,14,1,84.59,0.99,13.16,1.82
2013,1,14,2,84.55,0.99,25.76,1.78
2013,1,14,3,84.57,1.03,34.78,1.66
2013,1,14,4,84.64,1.28,50.19,1.99
2013,1,14,5,84.73,1.4,61.29,2.3
2013,1,14,6,84.81,1.33,68.26,2.55
2013,1,14,7,84.87,1.89,75.16,2.98
2013,1,14,8,84.89,2.59,75.84,3.55
2013,1,14,9,84.86,2.96,82.41,3.89
2013,1,14,10,84.82,3.01,95.21,3.72
2013,1,14,11,84.74,3.15,108.84,3.6
2013,1,14,12,84.65,3.31,118.14,3.71
2013,1,14,13,84.57,3.44,123.69,3.95
2013,1,14,14,84.55,3.42,126.09,4.11
2013,1,14,15,84.56,3.21,125.28,4.01
2013,1,14,16,84.59,2.66,122.15,3.54
2013,1,14,17,84.63,1.71,118.32,2.73
2013,1,14,18,84.67,0.98,115.54,1.81
2013,1,14,19,84.75,0.38,132.51,0.56
2013,1,14,20,84.83,0.18,140.19,0.26
2013,1,14,21,84.83,0.49,22.48,0.96
2013,1,14,22,84.8,0.82,5.98,1.45
2013,1,14,23,84.75,0.77,8.79,1.34
2013,1,15,0,84.7,0.65,35.78,1.1
2013,1,15,1,84.66,0.73,51.05,1.23
2013,1,15,2,84.63,0.87,45.73,1.65
2013,1,15,3,84.61,1.01,37.49,1.94
2013,1,15,4,84.62,1.14,36.63,2.2
2013,1,15,5,84.71,0.89,33.55,1.7
2013,1,15,6,84.82,0.79,28.34,1.65
2013,1,15,7,84.85,1.59,51.16,2.32
2013,1,15,8,84.86,2.28,78.34,2.92
2013,1,15,9,84.83,2.87,96.41,3.56
2013,1,15,10,84.77,2.97,106.01,3.49
2013,1,15,11,84.71,3.1,115.98,3.49
2013,1,15,12,84.62,3.26,121.98,3.62
2013,1,15,13,84.53,3.24,124.07,3.71
2013,1,15,14,84.49,2.95,122.13,3.5
2013,1,15,15,84.49,2.66,118.45,3.31
2013,1,15,16,84.52,2.24,118.35,2.98
2013,1,15,17,84.56,1.39,114.98,2.36
2013,1,15,18,84.61,0.97,96.03,1.7
2013,1,15,19,84.65,0.87,60.9,1.45
2013,1,15,20,84.68,0.92,38.43,1.57
2013,1,15,21,84.69,0.8,37.09,1.72
2013,1,15,22,84.69,0.84,36.66,1.82
2013,1,15,23,84.66,0.84,27.04,1.86
2013,1,16,0,84.61,0.85,29.16,1.78
2013,1,16,1,84.56,0.83,31.61,1.68
2013,1,16,2,84.56,0.82,30.22,1.68
2013,1,16,3,84.58,0.98,27.99,2.09
2013,1,16,4,84.62,1.19,24.04,2.46
2013,1,16,5,84.69,1.23,27.22,2.49
2013,1,16,6,84.79,1.06,37.8,2.28
2013,1,16,7,84.88,1.31,62.98,2.14
2013,1,16,8,84.92,2.05,82.77,2.67
2013,1,16,9,84.88,2.64,93.22,3.31
2013,1,16,10,84.81,2.78,102.35,3.24
2013,1,16,11,84.72,2.89,113.24,3.13
2013,1,16,12,84.63,3.1,121.16,3.27
2013,1,16,13,84.54,3.25,125.6,3.5
2013,1,16,14,84.49,3.19,127.94,3.59
2013,1,16,15,84.5,2.88,127.18,3.49
2013,1,16,16,84.54,2.29,125.7,3.04
2013,1,16,17,84.59,1.32,120.67,2.24
2013,1,16,18,84.65,0.91,97.43,1.52
2013,1,16,19,84.7,0.83,47.29,1.33
2013,1,16,20,84.74,0.92,31.38,1.84
2013,1,16,21,84.76,0.93,31.29,2.06
2013,1,16,22,84.73,0.92,35.99,1.91
2013,1,16,23,84.7,0.76,45.0,1.56
2013,1,17,0,84.68,0.49,41.78,1.06
2013,1,17,1,84.66,0.57,52.19,1.19
2013,1,17,2,84.63,0.63,32.91,1.31
2013,1,17,3,84.63,0.68,19.48,1.45
2013,1,17,4,84.67,0.73,11.67,1.6
2013,1,17,5,84.73,0.91,350.62,1.86
2013,1,17,6,84.82,1.01,351.12,2.19
2013,1,17,7,84.9,1.29,6.26,2.15
2013,1,17,8,84.94,1.73,55.66,2.58
2013,1,17,9,84.94,2.35,88.1,3.1
2013,1,17,10,84.91,2.56,110.37,2.96
2013,1,17,11,84.85,2.82,122.54,3.02
2013,1,17,12,84.75,3.08,128.21,3.27
2013,1,17,13,84.66,3.22,127.7,3.52
2013,1,17,14,84.6,3.12,123.25,3.57
2013,1,17,15,84.59,2.81,116.42,3.45
2013,1,17,16,84.61,2.3,112.38,3.04
2013,1,17,17,84.67,1.36,107.39,2.37
2013,1,17,18,84.73,1.12,88.4,1.97
2013,1,17,19,84.8,1.07,62.5,1.8
2013,1,17,20,84.86,0.98,43.38,1.77
2013,1,17,21,84.89,0.9,36.17,1.93
2013,1,17,22,84.88,0.99,23.32,2.02
2013,1,17,23,84.85,0.96,17.99,1.75
2013,1,18,0,84.79,0.9,17.18,1.59
2013,1,18,1,84.74,0.92,20.27,1.63
2013,1,18,2,84.71,0.98,14.81,1.75
2013,1,18,3,84.71,1.04,17.48,1.91
2013,1,18,4,84.75,1.08,20.8,1.96
2013,1,18,5,84.81,1.09,33.01,1.95
2013,1,18,6,84.9,1.06,46.5,2.05
2013,1,18,7,84.99,1.6,64.81,2.26
2013,1,18,8,85.06,2.46,83.62,3.23
2013,1,18,9,85.06,3.28,93.01,4.28
2013,1,18,10,85.01,3.71,100.93,4.6
2013,1,18,11,84.93,3.96,109.36,4.72
2013,1,18,12,84.83,4.2,115.33,4.97
2013,1,18,13,84.74,4.3,119.13,5.17
2013,1,18,14,84.68,4.19,119.24,5.16
2013,1,18,15,84.67,3.86,117.24,4.88
2013,1,18,16,84.71,3.23,115.7,4.16
2013,1,18,17,84.77,1.9,116.35,2.84
2013,1,18,18,84.83,1.12,110.46,2.29
2013,1,18,19,84.87,0.97,91.39,1.9
2013,1,18,20,84.91,0.88,68.01,1.63
2013,1,18,21,84.93,0.72,39.73,1.42
2013,1,18,22,84.93,0.64,19.09,1.41
2013,1,18,23,84.89,0.58,20.65,1.27
2013,1,19,0,84.79,0.58,34.55,1.22
2013,1,19,1,84.72,0.7,56.84,1.21
2013,1,19,2,84.68,0.75,75.53,1.11
2013,1,19,3,84.69,0.85,82.61,1.23
2013,1,19,4,84.73,0.81,74.89,1.32
2013,1,19,5,84.78,0.87,64.58,1.6
2013,1,19,6,84.85,0.91,57.26,1.87
2013,1,19,7,84.93,1.27,63.28,1.83
2013,1,19,8,84.98,1.65,81.03,2.16
2013,1,19,9,84.99,2.29,93.72,2.92
2013,1,19,10,84.95,2.83,105.19,3.39
2013,1,19,11,84.89,3.26,112.13,3.74
2013,1,19,12,84.8,3.4,117.51,3.83
2013,1,19,13,84.71,3.41,121.91,3.78
2013,1,19,14,84.67,3.32,124.36,3.69
2013,1,19,15,84.66,2.95,125.63,3.34
2013,1,19,16,84.69,2.27,125.77,2.62
2013,1,19,17,84.73,1.26,125.17,1.44
2013,1,19,18,84.77,0.33,115.35,0.35
2013,1,19,19,84.82,0.38,2.34,1.17
2013,1,19,20,84.86,0.81,348.37,1.66
2013,1,19,21,84.86,1.03,344.59,1.9
2013,1,19,22,84.84,1.1,344.39,1.97
2013,1,19,23,84.78,1.13,350.41,1.97
2013,1,20,0,84.72,1.03,357.83,1.84
2013,1,20,1,84.67,0.8,10.76,1.52
2013,1,20,2,84.65,0.69,39.97,1.3
2013,1,20,3,84.66,0.79,58.36,1.38
2013,1,20,4,84.71,0.82,56.61,1.43
2013,1,20,5,84.78,0.86,45.37,1.52
2013,1,20,6,84.85,0.87,46.09,1.74
2013,1,20,7,84.93,1.44,62.88,2.14
2013,1,20,8,84.98,2.25,79.82,3.1
2013,1,20,9,84.98,2.58,90.69,3.35
2013,1,20,10,84.95,2.67,106.15,3.11
2013,1,20,11,84.88,3.03,118.02,3.32
2013,1,20,12,84.79,3.33,123.8,3.62
2013,1,20,13,84.7,3.48,127.51,3.8
2013,1,20,14,84.63,3.47,128.7,3.85
2013,1,20,15,84.6,3.25,127.28,3.76
2013,1,20,16,84.63,2.74,123.74,3.44
2013,1,20,17,84.68,1.67,118.85,2.62
2013,1,20,18,84.75,1.12,102.09,1.98
2013,1,20,19,84.83,0.93,80.85,1.66
2013,1,20,20,84.9,0.77,62.65,1.55
2013,1,20,21,84.92,0.73,38.95,1.64
2013,1,20,22,84.89,0.82,27.3,1.81
2013,1,20,23,84.82,1.0,27.36,2.14
2013,1,21,0,84.7,1.2,18.67,2.45
2013,1,21,1,84.6,1.18,14.13,2.29
2013,1,21,2,84.55,1.02,11.05,1.97
2013,1,21,3,84.56,0.86,16.3,1.74
2013,1,21,4,84.6,0.73,27.93,1.48
2013,1,21,5,84.67,0.71,41.01,1.24
2013,1,21,6,84.75,0.67,50.71,1.11
2013,1,21,7,84.83,1.11,89.19,1.38
2013,1,21,8,84.88,2.22,99.53,2.88
2013,1,21,9,84.89,2.92,104.74,3.67
2013,1,21,10,84.88,3.36,110.42,4.06
2013,1,21,11,84.84,3.67,114.0,4.31
2013,1,21,12,84.76,3.77,115.4,4.38
2013,1,21,13,84.67,3.79,116.41,4.38
2013,1,21,14,84.62,3.69,119.01,4.28
2013,1,21,15,84.6,3.3,118.69,3.97
2013,1,21,16,84.64,2.63,117.55,3.32
2013,1,21,17,84.69,1.44,112.38,2.17
2013,1,21,18,84.74,0.79,82.59,1.63
2013,1,21,19,84.79,0.76,41.24,1.8
2013,1,21,20,84.84,0.85,6.34,1.98
2013,1,21,21,84.85,1.0,343.69,2.07
2013,1,21,22,84.83,1.15,335.52,2.12
2013,1,21,23,84.79,1.21,333.43,2.14
2013,1,22,0,84.72,1.23,333.27,2.17
2013,1,22,1,84.65,1.16,337.41,2.05
2013,1,22,2,84.61,0.98,351.29,1.84
2013,1,22,3,84.64,0.75,3.58,1.53
2013,1,22,4,84.7,0.55,10.67,1.13
2013,1,22,5,84.76,0.52,42.56,0.84
2013,1,22,6,84.82,0.59,49.32,0.96
2013,1,22,7,84.89,1.14,74.05,1.56
2013,1,22,8,84.93,2.12,91.9,2.79
2013,1,22,9,84.93,2.97,101.84,3.71
2013,1,22,10,84.93,3.55,108.63,4.24
2013,1,22,11,84.89,3.82,112.21,4.5
2013,1,22,12,84.83,3.87,114.29,4.52
2013,1,22,13,84.75,3.83,116.41,4.49
2013,1,22,14,84.7,3.69,118.3,4.36
2013,1,22,15,84.7,3.33,118.31,4.11
2013,1,22,16,84.73,2.59,118.27,3.31
2013,1,22,17,84.77,1.33,113.86,2.06
2013,1,22,18,84.82,0.76,82.87,1.31
2013,1,22,19,84.88,0.66,46.91,1.28
2013,1,22,20,84.93,0.62,19.8,1.54
2013,1,22,21,84.94,0.78,356.0,1.86
2013,1,22,22,84.93,0.97,353.97,1.93
2013,1,22,23,84.89,0.97,4.61,1.77
2013,1,23,0,84.84,0.95,356.72,1.7
2013,1,23,1,84.83,0.98,343.3,1.71
2013,1,23,2,84.81,1.04,2.15,1.9
2013,1,23,3,84.8,1.17,14.69,2.23
2013,1,23,4,84.85,1.12,18.69,2.15
2013,1,23,5,84.92,1.02,24.01,2.04
2013,1,23,6,84.97,0.93,23.14,1.94
2013,1,23,7,85.02,1.13,38.54,1.76
2013,1,23,8,85.06,2.12,84.08,3.02
2013,1,23,9,85.07,2.9,101.34,3.67
2013,1,23,10,85.03,3.16,110.22,3.67
2013,1,23,11,84.96,3.33,115.54,3.67
2013,1,23,12,84.87,3.45,119.7,3.71
