-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2013 through 12/31/2022 
Location: Latitude  4.6993   Longitude -73.5343 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2099.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M
2012,12,31,19,79.56,1.26,49.28,2.26
2012,12,31,20,79.61,1.16,48.01,2.24
2012,12,31,21,79.62,1.06,48.58,2.12
2012,12,31,22,79.62,1.02,51.55,1.94
2012,12,31,23,79.6,1.0,61.64,1.88
2013,1,1,0,79.55,1.19,67.15,2.25
2013,1,1,1,79.47,1.29,71.24,2.33
2013,1,1,2,79.43,1.25,78.83,2.25
2013,1,1,3,79.43,1.29,81.62,2.39
2013,1,1,4,79.46,1.52,77.54,3.02
2013,1,1,5,79.52,1.62,75.76,3.2
2013,1,1,6,79.6,2.06,83.04,3.37
2013,1,1,7,79.67,3.48,91.16,4.24
2013,1,1,8,79.71,4.18,92.57,4.98
2013,1,1,9,79.7,4.45,92.31,5.23
2013,1,1,10,79.67,4.52,91.78,5.23
2013,1,1,11,79.62,4.53,92.18,5.13
2013,1,1,12,79.55,4.47,92.61,4.99
2013,1,1,13,79.47,4.28,93.14,4.74
2013,1,1,14,79.41,3.93,92.96,4.33
2013,1,1,15,79.39,3.52,92.04,3.88
2013,1,1,16,79.4,2.92,89.54,3.3
2013,1,1,17,79.43,1.74,86.91,2.5
2013,1,1,18,79.47,1.31,73.4,2.14
2013,1,1,19,79.53,1.23,57.72,2.0
2013,1,1,20,79.58,1.09,44.42,1.82
2013,1,1,21,79.58,1.17,42.84,1.88
2013,1,1,22,79.56,1.14,47.49,1.74
2013,1,1,23,79.54,1.08,62.51,1.66
2013,1,2,0,79.5,1.15,73.41,1.83
2013,1,2,1,79.44,1.19,75.96,1.95
2013,1,2,2,79.4,1.17,72.17,1.9
2013,1,2,3,79.39,1.22,69.83,2.1
2013,1,2,4,79.4,1.3,67.75,2.33
2013,1,2,5,79.46,1.47,68.77,2.84
2013,1,2,6,79.52,2.02,77.74,3.36
2013,1,2,7,79.59,3.24,87.92,4.08
2013,1,2,8,79.63,4.16,90.97,5.04
2013,1,2,9,79.64,4.48,94.6,5.24
2013,1,2,10,79.62,4.56,96.69,5.22
2013,1,2,11,79.58,4.55,96.81,5.11
2013,1,2,12,79.5,4.43,95.87,4.91
2013,1,2,13,79.42,4.28,94.4,4.73
2013,1,2,14,79.36,4.08,92.41,4.53
2013,1,2,15,79.34,3.77,89.64,4.24
2013,1,2,16,79.36,3.24,86.41,3.75
2013,1,2,17,79.41,1.95,84.72,2.8
2013,1,2,18,79.49,1.32,73.82,2.07
2013,1,2,19,79.57,1.16,57.06,1.89
2013,1,2,20,79.62,1.17,48.53,2.0
2013,1,2,21,79.64,1.09,51.98,1.93
2013,1,2,22,79.63,1.1,58.9,1.95
2013,1,2,23,79.6,1.18,67.0,2.05
2013,1,3,0,79.54,1.3,71.02,2.27
2013,1,3,1,79.48,1.33,70.5,2.31
2013,1,3,2,79.44,1.3,64.36,2.35
2013,1,3,3,79.44,1.37,56.67,2.6
2013,1,3,4,79.48,1.62,58.99,3.17
2013,1,3,5,79.54,1.77,63.32,3.49
2013,1,3,6,79.6,2.17,75.16,3.67
2013,1,3,7,79.67,3.39,87.76,4.38
2013,1,3,8,79.72,4.09,89.89,4.92
2013,1,3,9,79.75,4.35,91.03,5.1
2013,1,3,10,79.73,4.35,92.27,5.0
2013,1,3,11,79.68,4.26,93.79,4.81
2013,1,3,12,79.61,4.16,93.99,4.63
2013,1,3,13,79.53,3.98,92.92,4.44
2013,1,3,14,79.46,3.74,91.2,4.2
2013,1,3,15,79.43,3.48,89.36,3.97
2013,1,3,16,79.46,3.07,86.79,3.6
2013,1,3,17,79.53,1.99,82.57,2.85
2013,1,3,18,79.6,1.43,64.83,2.32
2013,1,3,19,79.68,1.16,48.56,2.14
2013,1,3,20,79.73,1.07,38.46,2.15
2013,1,3,21,79.75,1.01,33.94,1.91
2013,1,3,22,79.75,0.95,39.69,1.7
2013,1,3,23,79.72,1.05,44.4,1.73
2013,1,4,0,79.66,1.29,47.94,2.05
2013,1,4,1,79.6,1.41,52.88,2.26
2013,1,4,2,79.57,1.49,56.98,2.44
2013,1,4,3,79.57,1.51,57.05,2.54
2013,1,4,4,79.6,1.52,55.49,2.61
2013,1,4,5,79.67,1.54,52.02,2.73
2013,1,4,6,79.74,1.73,62.28,2.73
2013,1,4,7,79.8,2.51,73.76,3.13
2013,1,4,8,79.84,3.4,80.62,4.04
2013,1,4,9,79.84,3.97,87.18,4.57
2013,1,4,10,79.8,4.11,93.05,4.6
2013,1,4,11,79.74,4.17,97.1,4.59
2013,1,4,12,79.67,4.22,99.71,4.58
2013,1,4,13,79.6,4.23,101.62,4.6
2013,1,4,14,79.53,4.16,102.15,4.54
2013,1,4,15,79.51,3.92,101.49,4.32
2013,1,4,16,79.53,3.42,99.87,3.89
2013,1,4,17,79.58,2.16,97.49,2.94
2013,1,4,18,79.64,1.52,88.24,2.19
2013,1,4,19,79.71,1.34,66.71,2.08
2013,1,4,20,79.74,1.37,48.48,2.44
2013,1,4,21,79.74,1.34,38.61,2.39
2013,1,4,22,79.71,1.33,34.72,2.29
2013,1,4,23,79.67,1.23,35.41,2.09
2013,1,5,0,79.6,1.09,36.54,1.92
2013,1,5,1,79.54,1.09,41.22,1.87
2013,1,5,2,79.5,1.25,38.38,1.95
2013,1,5,3,79.5,1.38,42.25,2.12
2013,1,5,4,79.54,1.43,46.11,2.2
2013,1,5,5,79.61,1.42,49.02,2.26
2013,1,5,6,79.7,1.58,63.94,2.45
2013,1,5,7,79.78,3.02,78.34,3.84
2013,1,5,8,79.82,4.23,84.7,5.12
2013,1,5,9,79.81,4.81,88.42,5.79
2013,1,5,10,79.78,5.05,89.91,5.93
2013,1,5,11,79.73,4.93,89.82,5.66
2013,1,5,12,79.66,4.76,89.72,5.38
2013,1,5,13,79.58,4.62,90.48,5.2
2013,1,5,14,79.52,4.46,91.1,5.05
2013,1,5,15,79.5,4.18,89.89,4.79
2013,1,5,16,79.51,3.64,86.06,4.31
2013,1,5,17,79.53,2.33,79.78,3.43
2013,1,5,18,79.57,1.81,67.74,3.05
2013,1,5,19,79.62,1.86,56.98,3.2
2013,1,5,20,79.65,1.65,50.96,3.03
2013,1,5,21,79.65,1.44,48.52,2.76
2013,1,5,22,79.63,1.3,48.91,2.55
2013,1,5,23,79.59,1.33,52.39,2.65
2013,1,6,0,79.53,1.41,58.33,2.71
2013,1,6,1,79.47,1.6,66.69,2.75
2013,1,6,2,79.44,1.73,70.99,2.84
2013,1,6,3,79.44,1.83,71.87,3.06
2013,1,6,4,79.47,1.89,72.69,3.22
2013,1,6,5,79.53,2.06,74.8,3.46
2013,1,6,6,79.6,2.31,80.25,3.4
2013,1,6,7,79.67,3.28,81.93,4.03
2013,1,6,8,79.69,4.2,86.16,4.96
2013,1,6,9,79.67,4.57,87.46,5.38
2013,1,6,10,79.64,4.71,88.19,5.45
2013,1,6,11,79.6,4.75,89.15,5.45
2013,1,6,12,79.54,4.65,89.42,5.31
2013,1,6,13,79.47,4.5,89.4,5.13
2013,1,6,14,79.43,4.3,89.48,4.93
2013,1,6,15,79.42,3.99,88.32,4.62
2013,1,6,16,79.42,3.38,85.9,4.11
2013,1,6,17,79.45,2.1,79.94,3.24
2013,1,6,18,79.51,1.43,55.01,2.63
2013,1,6,19,79.58,1.45,48.06,2.66
2013,1,6,20,79.63,1.42,38.76,2.72
2013,1,6,21,79.64,1.34,36.0,2.57
2013,1,6,22,79.62,1.38,40.64,2.54
2013,1,6,23,79.58,1.36,45.23,2.31
2013,1,7,0,79.5,1.31,48.62,2.1
2013,1,7,1,79.42,1.18,43.66,1.97
2013,1,7,2,79.37,1.07,47.67,1.81
2013,1,7,3,79.37,1.03,55.83,1.74
2013,1,7,4,79.41,1.03,63.05,1.76
2013,1,7,5,79.47,1.08,65.66,1.85
2013,1,7,6,79.53,1.1,67.82,1.99
2013,1,7,7,79.6,2.37,85.64,3.1
2013,1,7,8,79.65,3.68,88.05,4.46
2013,1,7,9,79.67,4.42,90.81,5.25
2013,1,7,10,79.64,4.88,92.39,5.66
2013,1,7,11,79.58,5.08,93.7,5.85
2013,1,7,12,79.5,5.13,93.76,5.86
2013,1,7,13,79.42,5.03,92.49,5.75
2013,1,7,14,79.36,4.84,90.56,5.58
2013,1,7,15,79.34,4.52,88.52,5.31
2013,1,7,16,79.36,3.91,85.53,4.76
2013,1,7,17,79.4,2.45,77.65,3.56
2013,1,7,18,79.45,1.56,54.8,2.89
2013,1,7,19,79.51,1.57,48.63,2.93
2013,1,7,20,79.55,1.48,47.14,2.61
2013,1,7,21,79.57,1.51,53.01,2.45
2013,1,7,22,79.56,1.74,62.97,2.57
2013,1,7,23,79.53,1.79,67.36,2.6
2013,1,8,0,79.47,1.8,68.34,2.65
2013,1,8,1,79.41,1.84,69.64,2.85
2013,1,8,2,79.38,1.85,71.79,2.95
2013,1,8,3,79.38,1.97,75.08,3.19
2013,1,8,4,79.42,2.14,77.58,3.51
2013,1,8,5,79.49,2.32,79.71,3.8
2013,1,8,6,79.56,2.7,83.7,3.94
2013,1,8,7,79.62,4.07,84.38,5.08
2013,1,8,8,79.65,5.32,88.07,6.55
2013,1,8,9,79.63,6.0,90.15,7.32
2013,1,8,10,79.6,6.2,92.24,7.35
2013,1,8,11,79.55,6.3,93.91,7.36
2013,1,8,12,79.48,6.29,94.7,7.3
2013,1,8,13,79.41,6.17,95.38,7.18
2013,1,8,14,79.36,5.95,95.58,6.96
2013,1,8,15,79.36,5.59,95.93,6.61
2013,1,8,16,79.39,4.94,94.9,5.95
2013,1,8,17,79.44,3.3,92.44,4.29
2013,1,8,18,79.48,2.11,83.19,2.99
2013,1,8,19,79.53,1.86,71.11,2.78
2013,1,8,20,79.58,1.79,64.44,2.86
2013,1,8,21,79.6,1.78,61.97,2.9
2013,1,8,22,79.6,1.68,57.12,2.83
2013,1,8,23,79.56,1.61,55.46,2.89
2013,1,9,0,79.51,1.84,59.95,3.34
2013,1,9,1,79.47,1.94,67.98,3.61
2013,1,9,2,79.44,2.08,74.76,3.83
2013,1,9,3,79.44,2.21,78.57,4.05
2013,1,9,4,79.48,2.27,80.28,4.23
2013,1,9,5,79.54,2.27,80.51,4.2
2013,1,9,6,79.6,2.49,84.41,4.02
2013,1,9,7,79.66,3.41,86.05,4.33
2013,1,9,8,79.68,4.25,90.84,5.2
2013,1,9,9,79.67,4.87,93.13,5.82
2013,1,9,10,79.65,5.47,93.85,6.45
2013,1,9,11,79.6,5.74,94.84,6.66
2013,1,9,12,79.53,5.68,95.52,6.52
2013,1,9,13,79.45,5.5,95.38,6.26
2013,1,9,14,79.4,5.19,94.32,5.92
2013,1,9,15,79.4,4.77,93.29,5.49
2013,1,9,16,79.45,4.0,92.35,4.74
2013,1,9,17,79.51,2.48,90.36,3.39
2013,1,9,18,79.57,1.51,82.87,2.46
2013,1,9,19,79.63,1.43,76.42,2.27
2013,1,9,20,79.68,1.44,71.66,2.3
2013,1,9,21,79.69,1.38,69.41,2.5
2013,1,9,22,79.67,1.37,68.56,2.54
2013,1,9,23,79.61,1.34,67.77,2.61
2013,1,10,0,79.54,1.31,68.64,2.54
2013,1,10,1,79.48,1.18,67.5,2.27
2013,1,10,2,79.43,1.29,69.48,2.66
2013,1,10,3,79.41,1.39,70.24,2.94
2013,1,10,4,79.42,1.39,65.74,3.0
2013,1,10,5,79.47,1.36,66.67,2.92
2013,1,10,6,79.55,1.64,75.9,3.08
2013,1,10,7,79.61,2.81,81.85,3.69
2013,1,10,8,79.65,3.5,84.37,4.28
2013,1,10,9,79.66,3.59,87.88,4.21
2013,1,10,10,79.64,3.65,93.07,4.14
2013,1,10,11,79.61,3.83,96.09,4.28
2013,1,10,12,79.55,4.01,96.03,4.52
2013,1,10,13,79.48,4.05,94.42,4.59
2013,1,10,14,79.42,3.91,92.75,4.5
2013,1,10,15,79.42,3.68,93.04,4.32
2013,1,10,16,79.45,3.33,93.9,4.0
2013,1,10,17,79.49,2.31,92.33,3.18
2013,1,10,18,79.54,1.47,79.29,2.41
2013,1,10,19,79.58,1.29,66.53,2.16
2013,1,10,20,79.6,1.08,57.69,1.96
2013,1,10,21,79.6,0.98,51.13,1.83
2013,1,10,22,79.57,0.98,51.48,1.88
2013,1,10,23,79.52,1.18,61.57,2.3
2013,1,11,0,79.46,1.64,73.64,2.95
2013,1,11,1,79.41,1.65,77.41,2.77
2013,1,11,2,79.38,1.65,78.0,2.77
2013,1,11,3,79.38,1.7,75.39,2.92
2013,1,11,4,79.39,1.72,71.24,3.05
2013,1,11,5,79.43,1.63,66.51,3.0
2013,1,11,6,79.49,1.86,72.1,3.03
2013,1,11,7,79.56,2.51,73.76,3.23
2013,1,11,8,79.58,3.11,79.0,3.79
2013,1,11,9,79.57,3.34,86.25,3.88
2013,1,11,10,79.53,3.32,92.83,3.66
2013,1,11,11,79.47,3.23,96.66,3.43
2013,1,11,12,79.37,3.02,99.37,3.13
2013,1,11,13,79.29,2.7,100.01,2.8
2013,1,11,14,79.23,2.45,98.62,2.6
2013,1,11,15,79.22,2.27,97.71,2.52
2013,1,11,16,79.24,2.0,98.1,2.33
2013,1,11,17,79.28,1.49,95.11,2.17
2013,1,11,18,79.33,1.19,84.36,1.99
2013,1,11,19,79.38,1.07,65.31,1.73
2013,1,11,20,79.44,0.88,44.64,1.41
2013,1,11,21,79.47,0.66,33.88,1.18
2013,1,11,22,79.46,0.59,16.26,1.13
2013,1,11,23,79.4,0.73,0.62,1.11
2013,1,12,0,79.3,0.76,4.13,1.09
2013,1,12,1,79.22,0.75,20.7,1.05
2013,1,12,2,79.19,0.8,37.43,1.1
2013,1,12,3,79.19,0.82,53.13,1.17
2013,1,12,4,79.21,0.94,70.51,1.34
2013,1,12,5,79.28,0.82,66.87,1.25
2013,1,12,6,79.4,0.58,28.3,0.93
2013,1,12,7,79.46,0.81,75.43,1.14
2013,1,12,8,79.47,1.21,98.18,1.31
2013,1,12,9,79.44,1.21,127.39,1.14
2013,1,12,10,79.4,1.26,137.77,1.17
2013,1,12,11,79.35,1.23,141.68,1.19
2013,1,12,12,79.27,1.32,140.28,1.34
2013,1,12,13,79.2,1.4,137.04,1.47
2013,1,12,14,79.16,1.47,130.27,1.61
2013,1,12,15,79.17,1.59,122.12,1.84
2013,1,12,16,79.2,1.65,113.66,2.06
2013,1,12,17,79.24,1.68,100.42,2.24
2013,1,12,18,79.28,1.6,91.12,2.51
2013,1,12,19,79.32,1.69,93.18,2.83
2013,1,12,20,79.37,1.53,101.77,2.73
2013,1,12,21,79.39,1.38,98.77,2.49
2013,1,12,22,79.4,0.93,79.82,1.69
2013,1,12,23,79.33,0.93,78.88,1.64
2013,1,13,0,79.27,0.66,64.04,1.29
2013,1,13,1,79.24,0.48,55.01,0.99
2013,1,13,2,79.24,0.41,63.92,0.79
2013,1,13,3,79.27,0.48,78.69,0.8
2013,1,13,4,79.35,0.69,102.46,1.17
2013,1,13,5,79.41,1.04,98.68,1.92
2013,1,13,6,79.48,1.23,96.22,2.49
2013,1,13,7,79.52,2.05,98.78,2.7
2013,1,13,8,79.54,2.37,88.68,2.89
2013,1,13,9,79.52,2.35,91.71,2.73
2013,1,13,10,79.49,2.23,102.53,2.4
2013,1,13,11,79.42,2.26,114.97,2.33
2013,1,13,12,79.34,2.35,122.53,2.44
2013,1,13,13,79.26,2.53,124.03,2.71
2013,1,13,14,79.22,2.69,119.39,2.99
2013,1,13,15,79.22,2.83,109.48,3.27
2013,1,13,16,79.23,3.02,102.09,3.64
2013,1,13,17,79.24,2.54,106.26,3.35
2013,1,13,18,79.34,1.49,136.92,2.34
2013,1,13,19,79.44,1.28,130.3,2.15
2013,1,13,20,79.47,0.99,114.15,1.84
2013,1,13,21,79.48,0.81,93.89,1.53
2013,1,13,22,79.46,0.58,74.48,1.1
2013,1,13,23,79.44,0.54,47.95,1.01
2013,1,14,0,79.39,0.76,29.45,1.32
2013,1,14,1,79.33,0.72,24.34,1.16
2013,1,14,2,79.3,0.71,41.89,1.23
2013,1,14,3,79.3,0.8,58.17,1.31
2013,1,14,4,79.36,0.74,82.72,1.21
2013,1,14,5,79.43,0.87,97.25,1.5
2013,1,14,6,79.5,1.16,94.64,1.87
2013,1,14,7,79.55,2.12,99.12,2.55
2013,1,14,8,79.58,3.12,92.73,3.82
2013,1,14,9,79.57,3.45,92.73,4.14
2013,1,14,10,79.53,3.23,95.97,3.79
2013,1,14,11,79.46,2.69,101.57,3.03
2013,1,14,12,79.36,2.16,109.22,2.42
2013,1,14,13,79.29,1.79,115.11,2.06
2013,1,14,14,79.26,1.55,119.53,1.9
2013,1,14,15,79.27,1.37,122.7,1.81
2013,1,14,16,79.3,1.18,125.05,1.65
2013,1,14,17,79.34,0.88,125.24,1.4
2013,1,14,18,79.39,0.54,114.72,1.21
2013,1,14,19,79.45,0.56,79.48,1.23
2013,1,14,20,79.5,0.74,53.62,1.57
2013,1,14,21,79.51,0.7,43.18,1.28
2013,1,14,22,79.5,0.55,35.73,0.95
2013,1,14,23,79.46,0.4,43.41,0.71
2013,1,15,0,79.41,0.47,64.29,0.76
2013,1,15,1,79.36,0.6,71.1,0.94
2013,1,15,2,79.32,0.62,69.27,0.96
2013,1,15,3,79.3,0.91,70.94,1.45
2013,1,15,4,79.32,0.86,69.75,1.4
2013,1,15,5,79.43,0.51,45.0,0.83
2013,1,15,6,79.51,0.75,51.81,1.25
2013,1,15,7,79.54,1.77,81.62,2.49
2013,1,15,8,79.55,2.52,86.27,3.18
2013,1,15,9,79.53,2.89,93.88,3.46
2013,1,15,10,79.48,2.85,102.32,3.3
2013,1,15,11,79.41,2.75,111.17,3.11
2013,1,15,12,79.32,2.61,116.33,2.97
2013,1,15,13,79.24,2.42,117.23,2.86
2013,1,15,14,79.19,2.19,112.64,2.66
2013,1,15,15,79.19,2.01,107.45,2.51
2013,1,15,16,79.22,1.91,103.01,2.44
2013,1,15,17,79.26,1.65,97.09,2.41
2013,1,15,18,79.31,1.25,88.93,2.35
2013,1,15,19,79.36,1.18,81.98,2.31
2013,1,15,20,79.39,1.07,68.51,1.81
2013,1,15,21,79.41,0.71,52.13,1.16
2013,1,15,22,79.4,0.39,50.63,0.8
2013,1,15,23,79.37,0.32,50.01,0.81
2013,1,16,0,79.32,0.39,57.26,0.95
2013,1,16,1,79.27,0.53,60.78,1.17
2013,1,16,2,79.25,0.77,58.74,1.6
2013,1,16,3,79.26,0.95,55.01,1.97
2013,1,16,4,79.3,0.99,53.04,1.96
2013,1,16,5,79.37,0.97,53.22,1.9
2013,1,16,6,79.47,0.78,51.52,1.57
2013,1,16,7,79.56,1.3,65.44,1.71
2013,1,16,8,79.6,2.1,80.57,2.55
2013,1,16,9,79.56,2.68,86.66,3.16
2013,1,16,10,79.49,2.75,90.81,3.11
2013,1,16,11,79.42,2.39,97.15,2.6
2013,1,16,12,79.33,2.03,106.07,2.21
2013,1,16,13,79.25,1.76,114.97,1.97
2013,1,16,14,79.2,1.53,119.05,1.85
2013,1,16,15,79.21,1.35,117.9,1.79
2013,1,16,16,79.25,1.17,111.23,1.68
2013,1,16,17,79.3,0.86,97.32,1.53
2013,1,16,18,79.36,0.79,78.58,1.6
2013,1,16,19,79.41,0.98,72.29,1.72
2013,1,16,20,79.45,0.99,74.98,1.69
2013,1,16,21,79.47,0.86,81.14,1.42
2013,1,16,22,79.47,0.68,91.97,1.16
2013,1,16,23,79.44,0.41,123.39,0.58
2013,1,17,0,79.41,0.15,161.57,0.13
2013,1,17,1,79.35,0.22,49.4,0.64
2013,1,17,2,79.32,0.47,41.63,1.03
2013,1,17,3,79.32,0.66,28.07,1.23
2013,1,17,4,79.36,0.92,29.38,1.54
2013,1,17,5,79.42,1.02,32.47,1.64
2013,1,17,6,79.51,0.89,34.95,1.54
2013,1,17,7,79.6,1.23,51.68,1.8
2013,1,17,8,79.66,1.62,63.31,2.14
2013,1,17,9,79.66,1.95,81.03,2.44
2013,1,17,10,79.62,1.95,96.21,2.28
2013,1,17,11,79.55,1.72,109.92,1.9
2013,1,17,12,79.45,1.65,121.43,1.82
2013,1,17,13,79.36,1.69,124.43,1.97
2013,1,17,14,79.3,1.7,120.1,2.08
2013,1,17,15,79.3,1.65,112.31,2.12
2013,1,17,16,79.33,1.49,105.49,2.01
2013,1,17,17,79.38,1.13,95.55,1.83
2013,1,17,18,79.44,0.8,79.24,1.83
2013,1,17,19,79.51,0.84,70.89,1.8
2013,1,17,20,79.57,0.9,68.57,1.63
2013,1,17,21,79.59,0.85,61.31,1.41
2013,1,17,22,79.59,0.75,60.48,1.24
2013,1,17,23,79.56,0.64,71.57,1.05
2013,1,18,0,79.5,0.6,77.96,1.03
2013,1,18,1,79.45,0.67,81.3,1.22
2013,1,18,2,79.41,0.81,73.14,1.52
2013,1,18,3,79.41,1.09,73.26,2.04
2013,1,18,4,79.44,1.25,72.13,2.37
2013,1,18,5,79.5,1.36,70.83,2.56
2013,1,18,6,79.58,1.51,73.44,2.72
2013,1,18,7,79.67,2.45,80.45,3.23
2013,1,18,8,79.74,3.5,85.4,4.29
2013,1,18,9,79.74,3.8,89.41,4.5
2013,1,18,10,79.7,3.91,94.47,4.52
2013,1,18,11,79.63,4.11,99.19,4.69
2013,1,18,12,79.54,4.33,102.28,4.97
2013,1,18,13,79.45,4.41,103.84,5.11
2013,1,18,14,79.39,4.3,103.56,5.06
2013,1,18,15,79.38,4.06,102.22,4.91
2013,1,18,16,79.41,3.6,101.5,4.47
2013,1,18,17,79.47,2.57,102.26,3.59
2013,1,18,18,79.54,1.86,99.42,3.29
2013,1,18,19,79.58,1.66,95.66,3.05
2013,1,18,20,79.63,1.38,90.65,2.48
2013,1,18,21,79.65,1.16,87.68,2.01
2013,1,18,22,79.65,1.08,84.17,1.93
2013,1,18,23,79.61,1.22,78.19,2.41
2013,1,19,0,79.53,1.39,78.94,2.77
2013,1,19,1,79.45,1.38,81.87,2.69
2013,1,19,2,79.41,1.45,83.49,2.8
2013,1,19,3,79.4,1.55,86.24,2.94
2013,1,19,4,79.44,1.62,87.51,3.02
2013,1,19,5,79.49,1.62,86.13,3.02
2013,1,19,6,79.55,1.91,90.47,3.03
2013,1,19,7,79.63,2.8,97.36,3.38
2013,1,19,8,79.68,3.17,97.93,3.68
2013,1,19,9,79.68,3.62,100.95,4.14
2013,1,19,10,79.65,4.08,104.41,4.59
2013,1,19,11,79.58,4.44,106.36,4.97
2013,1,19,12,79.5,4.56,107.04,5.07
2013,1,19,13,79.42,4.51,107.74,5.03
2013,1,19,14,79.37,4.32,108.89,4.85
2013,1,19,15,79.37,3.94,108.36,4.53
2013,1,19,16,79.39,3.36,104.81,3.98
2013,1,19,17,79.43,2.3,97.99,3.07
2013,1,19,18,79.48,1.39,85.16,2.28
2013,1,19,19,79.54,0.98,66.92,1.75
2013,1,19,20,79.58,0.73,58.19,1.32
2013,1,19,21,79.59,0.71,60.33,1.21
2013,1,19,22,79.58,0.64,66.25,1.06
2013,1,19,23,79.52,0.61,56.51,1.01
2013,1,20,0,79.46,0.78,55.67,1.24
2013,1,20,1,79.41,0.99,65.85,1.61
2013,1,20,2,79.37,1.27,70.56,2.15
2013,1,20,3,79.38,1.54,74.05,2.87
2013,1,20,4,79.42,1.51,75.32,2.87
2013,1,20,5,79.48,1.31,74.48,2.45
2013,1,20,6,79.55,1.38,84.81,2.36
2013,1,20,7,79.62,2.32,95.02,2.79
2013,1,20,8,79.66,3.23,97.8,3.81
2013,1,20,9,79.66,3.76,101.52,4.28
2013,1,20,10,79.63,4.01,106.18,4.45
2013,1,20,11,79.57,4.19,108.37,4.57
2013,1,20,12,79.5,4.17,109.39,4.51
2013,1,20,13,79.41,4.05,109.48,4.41
2013,1,20,14,79.34,3.86,108.29,4.27
2013,1,20,15,79.31,3.57,106.81,4.05
2013,1,20,16,79.34,3.22,104.61,3.86
2013,1,20,17,79.39,2.39,101.9,3.34
2013,1,20,18,79.45,1.77,99.13,3.03
2013,1,20,19,79.53,1.76,92.54,2.99
2013,1,20,20,79.6,1.66,84.88,2.9
2013,1,20,21,79.61,1.57,80.26,2.9
2013,1,20,22,79.59,1.49,74.51,2.83
2013,1,20,23,79.52,1.29,67.49,2.44
2013,1,21,0,79.41,1.12,64.33,2.11
2013,1,21,1,79.33,1.09,64.91,2.0
2013,1,21,2,79.28,1.15,67.62,2.06
2013,1,21,3,79.28,1.19,67.99,2.17
2013,1,21,4,79.33,1.16,73.15,2.0
2013,1,21,5,79.4,1.15,81.43,1.94
2013,1,21,6,79.47,1.41,87.77,2.25
2013,1,21,7,79.55,2.57,102.47,2.92
2013,1,21,8,79.59,3.62,103.23,4.23
2013,1,21,9,79.59,4.29,104.67,4.93
2013,1,21,10,79.59,4.76,105.61,5.39
2013,1,21,11,79.55,5.02,103.97,5.63
2013,1,21,12,79.47,4.95,100.28,5.53
2013,1,21,13,79.39,4.62,98.55,5.16
2013,1,21,14,79.34,4.21,97.57,4.73
2013,1,21,15,79.32,3.77,94.16,4.38
2013,1,21,16,79.36,3.22,92.5,3.93
2013,1,21,17,79.41,2.24,90.0,3.17
2013,1,21,18,79.46,1.49,79.1,2.71
2013,1,21,19,79.51,1.27,68.66,2.44
2013,1,21,20,79.57,1.02,62.06,2.01
2013,1,21,21,79.59,0.85,55.14,1.64
2013,1,21,22,79.57,0.77,48.7,1.39
2013,1,21,23,79.54,0.77,43.36,1.4
2013,1,22,0,79.47,0.74,37.23,1.37
2013,1,22,1,79.4,0.7,39.56,1.34
2013,1,22,2,79.36,0.8,37.87,1.32
2013,1,22,3,79.39,0.9,60.32,1.45
2013,1,22,4,79.44,0.99,75.85,1.65
2013,1,22,5,79.48,1.22,78.91,2.04
2013,1,22,6,79.53,1.43,80.9,2.3
2013,1,22,7,79.59,2.36,93.03,2.94
2013,1,22,8,79.64,3.21,94.61,3.8
2013,1,22,9,79.65,3.6,97.6,4.13
2013,1,22,10,79.64,3.9,102.39,4.39
2013,1,22,11,79.6,4.13,105.59,4.63
2013,1,22,12,79.54,4.26,105.87,4.76
2013,1,22,13,79.47,4.22,105.45,4.77
2013,1,22,14,79.43,4.12,105.06,4.73
2013,1,22,15,79.42,3.86,104.18,4.56
2013,1,22,16,79.45,3.4,101.54,4.19
2013,1,22,17,79.48,2.41,95.95,3.34
2013,1,22,18,79.54,1.71,86.06,2.91
2013,1,22,19,79.6,1.63,76.96,2.68
2013,1,22,20,79.65,1.43,70.47,2.44
2013,1,22,21,79.67,1.16,74.0,2.13
2013,1,22,22,79.66,1.23,75.61,2.16
2013,1,22,23,79.62,1.33,76.45,2.29
2013,1,23,0,79.59,0.97,59.91,1.88
2013,1,23,1,79.57,0.75,39.96,1.68
2013,1,23,2,79.52,0.74,53.97,1.48
2013,1,23,3,79.53,0.73,56.82,1.43
2013,1,23,4,79.57,0.89,61.19,1.82
2013,1,23,5,79.63,1.05,66.3,2.12
2013,1,23,6,79.68,1.2,77.96,2.22
2013,1,23,7,79.74,2.14,84.35,2.8
2013,1,23,8,79.78,3.13,91.43,3.8
2013,1,23,9,79.77,3.48,98.51,4.02
2013,1,23,10,79.73,3.46,103.44,3.88
2013,1,23,11,79.68,3.3,107.79,3.62
2013,1,23,12,79.61,3.14,111.64,3.44
